position,duration,channel,type,name
14661499,0,-1,129,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"22"}}
14661500,0,-1,129,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"22"}}
14661502,0,-1,129,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"22"}}
14661504,0,-1,130,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"23"}}
14661505,0,-1,130,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"23"}}
14661507,0,-1,130,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"23"}}
14661509,0,-1,130,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"23"}}
14661510,0,-1,130,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"23"}}
14661512,0,-1,130,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"23"}}
14661514,0,-1,130,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"23"}}
14661515,0,-1,130,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"23"}}
14661517,0,-1,130,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"23"}}
14661519,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14661575,0,-1,131,{"communication":" {"type":"selection" "view":"android.support.v7.widget.AppCompatTextView" "item":"30"}}
14661982,0,-1,132,{"communication":" {"type":"checked" "view":"android.webkit.WebView" "step":"30"}}
14661986,0,-1,124,{"communication":" {"type":"success" "view":"android.widget.ListView" "item":"30"}}
14661988,0,-1,130,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"23"}}
14662134,0,-1,123,{"task_state":"completed" "plan_step":"30"}}
14662139,0,-1,130,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"23"}}
14663378,0,-1,133,{"communication":" {"type":"checked" "view":"android.webkit.WebView" "step":"31"}}
14663381,0,-1,134,{"communication":" {"type":"success" "view":"android.widget.ListView" "item":"31"}}
14663385,0,-1,130,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"23"}}
14663727,0,-1,135,{"task_state":"completed" "plan_step":"31"}}
14663727,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14663730,0,-1,130,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"23"}}
14663731,0,-1,130,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"23"}}
14663731,0,-1,130,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"23"}}
14663734,0,-1,130,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"23"}}
14663748,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14679490,0,-1,136,{"observer": {"alert_type":"timer" "status":"open" "plan_step":"32"}}
14679944,0,-1,137,{"communication":" {"alert_type":"timer" "status":"confirmed" "plan_step":"32"}}
14680363,0,-1,138,{"communication":" {"type":"checked" "view":"android.webkit.WebView" "step":"32"}}
14680367,0,-1,139,{"communication":" {"type":"success" "view":"android.widget.ListView" "item":"32"}}
14680370,0,-1,130,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"23"}}
14680710,0,-1,140,{"task_state":"completed" "plan_step":"32"}}
14680713,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14680714,0,-1,130,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"23"}}
14680716,0,-1,141,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"24"}}
14680731,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14682978,0,-1,142,{"feedback":"average" "plan_step":"33"}}
14683360,0,-1,144,{"communication":" {"type":"checked" "view":"android.webkit.WebView" "step":"33"}}
14683363,0,-1,145,{"communication":" {"type":"success" "view":"android.widget.ListView" "item":"33"}}
14683363,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14683364,0,-1,141,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"24"}}
14683364,0,-1,141,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"24"}}
14683366,0,-1,141,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"24"}}
14683367,0,-1,141,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"24"}}
14683370,0,-1,141,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"24"}}
14683371,0,-1,141,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"24"}}
14683372,0,-1,141,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"24"}}
14683374,0,-1,141,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"24"}}
14683376,0,-1,141,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"24"}}
14683377,0,-1,141,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"24"}}
14683379,0,-1,141,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"24"}}
14683381,0,-1,141,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"24"}}
14683382,0,-1,141,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"24"}}
14683384,0,-1,141,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"24"}}
14683386,0,-1,141,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"24"}}
14683386,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14683955,0,-1,142,{"feedback":"average" "plan_step":"33"}}
14684053,0,-1,143,{"task_state":"completed" "plan_step":"33"}}
14684056,0,-1,141,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"24"}}
14684056,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14684058,0,-1,141,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"24"}}
14684073,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14695320,0,-1,146,{"communication":" {"type":"checked" "view":"android.webkit.WebView" "step":"34"}}
14695324,0,-1,147,{"communication":" {"type":"success" "view":"android.widget.ListView" "item":"34"}}
14695324,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14695325,0,-1,141,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"24"}}
14695325,0,-1,141,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"24"}}
14695328,0,-1,141,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"24"}}
14695328,0,-1,141,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"24"}}
14695331,0,-1,141,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"24"}}
14695332,0,-1,141,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"24"}}
14695333,0,-1,141,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"24"}}
14695335,0,-1,148,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"25"}}
14695337,0,-1,148,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"25"}}
14695338,0,-1,148,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"25"}}
14695340,0,-1,148,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"25"}}
14695342,0,-1,148,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"25"}}
14695343,0,-1,148,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"25"}}
14695345,0,-1,148,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"25"}}
14695347,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14695347,0,-1,148,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"25"}}
14695445,0,-1,149,{"task_state":"completed" "plan_step":"34"}}
14695449,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14695450,0,-1,148,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"25"}}
14695452,0,-1,148,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"25"}}
14695467,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14702866,0,-1,150,{"communication":" {"type":"checked" "view":"android.webkit.WebView" "step":"35"}}
14702870,0,-1,151,{"communication":" {"type":"success" "view":"android.widget.ListView" "item":"35"}}
14702870,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14702871,0,-1,148,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"25"}}
14702871,0,-1,148,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"25"}}
14702873,0,-1,148,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"25"}}
14702873,0,-1,148,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"25"}}
14702876,0,-1,148,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"25"}}
14702877,0,-1,148,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"25"}}
14702879,0,-1,148,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"25"}}
14702880,0,-1,148,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"25"}}
14702881,0,-1,152,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"26"}}
14702883,0,-1,152,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"26"}}
14702885,0,-1,152,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"26"}}
14702886,0,-1,152,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"26"}}
14702888,0,-1,152,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"26"}}
14702890,0,-1,152,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"26"}}
14702891,0,-1,152,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"26"}}
14702892,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14704829,0,-1,153,{"task_state":"completed" "plan_step":"35"}}
14704833,0,-1,152,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"26"}}
14704833,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14704835,0,-1,152,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"26"}}
14704850,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14706699,0,-1,155,{"communication":" {"type":"checked" "view":"android.webkit.WebView" "step":"36"}}
14706703,0,-1,156,{"communication":" {"type":"success" "view":"android.widget.ListView" "item":"36"}}
14706703,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14706704,0,-1,152,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"26"}}
14706704,0,-1,152,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"26"}}
14706706,0,-1,152,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"26"}}
14706706,0,-1,152,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"26"}}
14706709,0,-1,152,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"26"}}
14706710,0,-1,152,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"26"}}
14706711,0,-1,152,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"26"}}
14706713,0,-1,152,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"26"}}
14706715,0,-1,157,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"27"}}
14706717,0,-1,157,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"27"}}
14706718,0,-1,157,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"27"}}
14706720,0,-1,157,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"27"}}
14706721,0,-1,157,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"27"}}
14706723,0,-1,157,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"27"}}
14706725,0,-1,157,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"27"}}
14706725,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14706764,0,-1,154,{"task_state":"completed" "plan_step":"36"}}
14706768,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14706769,0,-1,157,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"27"}}
14706784,0,-1,157,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"27"}}
14706790,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14710263,0,-1,158,{"feedback":"average" "plan_step":"37"}}
14728858,0,-1,159,Recipe Request
14729063,0,-1,160,Temporal Relation
14740270,0,-1,161,{"communication":" {"type":"checked" "view":"android.webkit.WebView" "step":"37"}}
14740273,0,-1,162,{"communication":" {"type":"success" "view":"android.widget.ListView" "item":"37"}}
14740274,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14740275,0,-1,157,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"27"}}
14740275,0,-1,157,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"27"}}
14740277,0,-1,157,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"27"}}
14740277,0,-1,157,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"27"}}
14740280,0,-1,157,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"27"}}
14740281,0,-1,157,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"27"}}
14740283,0,-1,157,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"27"}}
14740284,0,-1,163,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"28"}}
14740286,0,-1,163,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"28"}}
14740288,0,-1,163,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"28"}}
14740289,0,-1,163,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"28"}}
14740291,0,-1,163,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"28"}}
14740293,0,-1,163,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"28"}}
14740295,0,-1,163,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"28"}}
14740296,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14740296,0,-1,163,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"28"}}
14740384,0,-1,164,{"task_state":"completed" "plan_step":"37"}}
14740387,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14740388,0,-1,163,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"28"}}
14740390,0,-1,163,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"28"}}
14740405,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14742782,0,-1,165,{"feedback":"average" "plan_step":"38"}}
14743148,0,-1,167,{"communication":" {"type":"checked" "view":"android.webkit.WebView" "step":"38"}}
14743151,0,-1,168,{"communication":" {"type":"success" "view":"android.widget.ListView" "item":"38"}}
14743151,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14743153,0,-1,163,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"28"}}
14743153,0,-1,163,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"28"}}
14743155,0,-1,163,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"28"}}
14743155,0,-1,163,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"28"}}
14743158,0,-1,163,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"28"}}
14743159,0,-1,163,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"28"}}
14743161,0,-1,163,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"28"}}
14743162,0,-1,163,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"28"}}
14743164,0,-1,169,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"29"}}
14743166,0,-1,169,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"29"}}
14743167,0,-1,169,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"29"}}
14743169,0,-1,169,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"29"}}
14743171,0,-1,169,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"29"}}
14743172,0,-1,169,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"29"}}
14743174,0,-1,169,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"29"}}
14743174,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14743242,0,-1,166,{"task_state":"completed" "plan_step":"38"}}
14743245,0,-1,169,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"29"}}
14743245,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14743247,0,-1,169,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"29"}}
14743262,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14743934,0,-1,170,{"communication":" {"type":"checked" "view":"android.webkit.WebView" "step":"39"}}
14743937,0,-1,171,{"communication":" {"type":"success" "view":"android.widget.ListView" "item":"39"}}
14743937,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14743938,0,-1,169,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"29"}}
14743938,0,-1,169,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"29"}}
14743940,0,-1,169,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"29"}}
14743940,0,-1,169,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"29"}}
14743944,0,-1,169,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"29"}}
14743944,0,-1,169,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"29"}}
14743946,0,-1,169,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"29"}}
14743947,0,-1,169,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"29"}}
14743949,0,-1,172,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"30"}}
14743951,0,-1,172,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"30"}}
14743952,0,-1,172,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"30"}}
14743954,0,-1,172,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"30"}}
14743956,0,-1,172,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"30"}}
14743957,0,-1,172,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"30"}}
14743959,0,-1,172,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"30"}}
14743959,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14744070,0,-1,173,{"task_state":"completed" "plan_step":"39"}}
14744073,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14744073,0,-1,172,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"30"}}
14744089,0,-1,172,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"30"}}
14744095,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14745172,0,-1,175,{"communication":" {"type":"checked" "view":"android.webkit.WebView" "step":"40"}}
14745175,0,-1,176,{"communication":" {"type":"success" "view":"android.widget.ListView" "item":"40"}}
14745175,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14745176,0,-1,172,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"30"}}
14745176,0,-1,172,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"30"}}
14745178,0,-1,172,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"30"}}
14745178,0,-1,172,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"30"}}
14745181,0,-1,172,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"30"}}
14745182,0,-1,172,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"30"}}
14745183,0,-1,172,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"30"}}
14745185,0,-1,172,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"30"}}
14745187,0,-1,177,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"31"}}
14745188,0,-1,177,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"31"}}
14745190,0,-1,177,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"31"}}
14745192,0,-1,177,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"31"}}
14745193,0,-1,177,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"31"}}
14745195,0,-1,177,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"31"}}
14745197,0,-1,177,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"31"}}
14745197,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14745325,0,-1,174,{"task_state":"completed" "plan_step":"40"}}
14745328,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14745329,0,-1,177,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"31"}}
14745331,0,-1,177,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"31"}}
14745346,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14754137,0,-1,179,{"communication":" {"type":"checked" "view":"android.webkit.WebView" "step":"41"}}
14754141,0,-1,180,{"communication":" {"type":"success" "view":"android.widget.ListView" "item":"41"}}
14754141,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14754142,0,-1,177,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"31"}}
14754142,0,-1,177,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"31"}}
14754143,0,-1,177,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"31"}}
14754144,0,-1,177,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"31"}}
14754147,0,-1,177,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"31"}}
14754148,0,-1,177,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"31"}}
14754150,0,-1,177,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"31"}}
14754151,0,-1,177,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"31"}}
14754153,0,-1,181,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"32"}}
14754155,0,-1,181,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"32"}}
14754156,0,-1,181,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"32"}}
14754158,0,-1,181,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"32"}}
14754160,0,-1,181,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"32"}}
14754161,0,-1,181,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"32"}}
14754163,0,-1,181,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"32"}}
14754163,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14754265,0,-1,178,{"task_state":"completed" "plan_step":"41"}}
14754268,0,-1,181,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"32"}}
14754268,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14754270,0,-1,181,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"32"}}
14754284,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14755693,0,-1,183,{"communication":" {"type":"checked" "view":"android.webkit.WebView" "step":"42"}}
14755697,0,-1,184,{"communication":" {"type":"success" "view":"android.widget.ListView" "item":"42"}}
14755697,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14755698,0,-1,181,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"32"}}
14755698,0,-1,181,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"32"}}
14755700,0,-1,181,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"32"}}
14755700,0,-1,181,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"32"}}
14755703,0,-1,181,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"32"}}
14755705,0,-1,181,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"32"}}
14755706,0,-1,181,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"32"}}
14755708,0,-1,185,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"33"}}
14755710,0,-1,185,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"33"}}
14755711,0,-1,185,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"33"}}
14755713,0,-1,185,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"33"}}
14755715,0,-1,185,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"33"}}
14755716,0,-1,185,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"33"}}
14755718,0,-1,185,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"33"}}
14755720,0,-1,185,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"33"}}
14755720,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14755770,0,-1,182,{"task_state":"completed" "plan_step":"42"}}
14755773,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14755774,0,-1,185,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"33"}}
14755776,0,-1,185,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"33"}}
14755791,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14758437,0,-1,187,{"communication":" {"type":"checked" "view":"android.webkit.WebView" "step":"43"}}
14758440,0,-1,188,{"communication":" {"type":"success" "view":"android.widget.ListView" "item":"43"}}
14758440,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14758441,0,-1,185,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"33"}}
14758441,0,-1,185,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"33"}}
14758443,0,-1,185,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"33"}}
14758443,0,-1,185,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"33"}}
14758446,0,-1,185,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"33"}}
